,    addr,   b,   i,   s,   w,   a,,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x12b740,0.064516129,0.0294117647,0.03125,0.0625,0.0625,0.0294117647,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x12b740,0.064516129,0.0294117647,0.03125,0.0625,0.0625,0.0294117647,0.03125,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x12b7c0,0.0333333333,0.0294117647,0.03125,0.1176470588,0,0.1176470588,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x12b7c0,0.0333333333,0.0294117647,0.03125,0.1176470588,0,0.1176470588,0,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x12b980,0.0625,0.0588235294,0.0322580645,0.0606060606,0.0588235294,0.0322580645,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x12b9c0,0.0909090909,0.0606060606,0.03125,0.0606060606,0.0625,0.0909090909,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x12b9c0,0.0909090909,0.0606060606,0.03125,0.0606060606,0.0625,0.0909090909,0.03125,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x12bcc0,0.03125,0.0344827586,0.0882352941,0.0322580645,0.0588235294,0.0882352941,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x12c9c0,0,0.0294117647,0.0303030303,0.0333333333,0.0277777778,0,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x12ca00,0.03125,0.0285714286,0.0967741935,0.0303030303,0.0322580645,0.0967741935,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x12cb80,0.0625,0.0571428571,0.064516129,0.1176470588,0.0588235294,0.1176470588,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x12ccc0,0.03125,0.0689655172,0.1034482759,0.0303030303,0.03125,0.0689655172,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x12ccc0,0.03125,0.0689655172,0.1034482759,0.0303030303,0.03125,0.0689655172,0.1034482759,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x12cd00,0.0909090909,0.03125,0.03125,0.0322580645,0,0.0909090909,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x12cd00,0.0909090909,0.03125,0.03125,0.0322580645,0,0.0909090909,0,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x12d400,0,0.8823529412,0.935483871,2.1176470588,0.8787878788,0,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x12d400,0,0.8823529412,0.935483871,2.1176470588,0.8787878788,0,2.1176470588,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x12d500,0.6206896552,0.5151515152,1.3225806452,0.4705882353,0.5,1.3225806452,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x12d600,0,0.0294117647,0.03125,0.0285714286,0.03125,0,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x12d640,0,0.0303030303,0.0322580645,0.0294117647,0.0333333333,0,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x12d700,0.4857142857,0.59375,1.2258064516,0.4838709677,0.4857142857,0.59375,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x12d700,0.4857142857,0.59375,1.2258064516,0.4838709677,0.4857142857,0.59375,1.2258064516,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x12e840,0.0606060606,0.09375,0.0588235294,0.15625,0.0606060606,0.09375,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x12e840,0.0606060606,0.09375,0.0588235294,0.15625,0.0606060606,0.09375,0.15625,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x12e9c0,0.0909090909,0.09375,0.15625,0.09375,0.1290322581,0.15625,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x130100,0.0322580645,0.1212121212,0.0303030303,0.0294117647,0.0303030303,0.1212121212,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x130200,2.1290322581,2.0303030303,0.7666666667,0.8181818182,0.75,2.1290322581,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x130200,2.1290322581,2.0303030303,0.7666666667,0.8181818182,0.75,2.1290322581,2.0303030303,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x130280,0.4857142857,0.46875,1.125,0.5333333333,0.4545454545,1.125,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x130500,0.0588235294,0.0625,0.1875,0.0303030303,0.0606060606,0.1875,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x130500,0.0588235294,0.0625,0.1875,0.0303030303,0.0606060606,0.1875,0.0303030303,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1305c0,0.0606060606,0.064516129,0.0606060606,0,0,0,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1305c0,0.0606060606,0.064516129,0.0606060606,0,0,0,0,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x166d00,0.3529411765,0.7,0.4,0.4117647059,0.3939393939,0.7,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x167a80,0.125,0.1176470588,0.09375,0.1212121212,0.1935483871,0.1935483871,,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x167cc0,0.2,0.2333333333,0.2,0.3103448276,0.2058823529,0.3103448276,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x167f00,0.0303030303,0.0303030303,0.0294117647,0.0714285714,0.0277777778,0.0714285714,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x169800,0.3333333333,0.3636363636,0.3529411765,0.4545454545,0.3571428571,0.4545454545,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x169940,0.15625,0.1470588235,0.0882352941,0.1515151515,0.34375,0.34375,,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x16cf40,0.0967741935,0.21875,0.09375,0.1142857143,0.1,0.21875,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x16d200,0.1290322581,0.03125,0.03125,0.0303030303,0.0303030303,0.1290322581,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x16d2c0,0.0909090909,0.0909090909,0.1818181818,0.125,0.09375,0.1818181818,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x16d380,0.0322580645,0.0322580645,0.0303030303,0.0294117647,0.064516129,0.064516129,,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x16e940,0.0333333333,0,0.0322580645,0.0303030303,0.25,0,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x16e940,0.0333333333,0,0.0322580645,0.0303030303,0.25,0,0.25,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x16f040,0.125,0.2058823529,0.1176470588,0.1212121212,0.0857142857,0.2058823529,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x16f080,0.1290322581,0.15625,0.1515151515,0.5161290323,0.15625,0.5161290323,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x16f0c0,0.3,0.1388888889,0.0322580645,0.03125,0.03125,0.3,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x16f0c0,0.3,0.1388888889,0.0322580645,0.03125,0.03125,0.3,0.1388888889,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x16f100,0.0303030303,0.0322580645,0.0322580645,0.2,0.09375,0.2,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x16f100,0.0303030303,0.0322580645,0.0322580645,0.2,0.09375,0.2,0.09375,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x16f400,0.064516129,0.0303030303,0.0625,0.03125,0.03125,0.064516129,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x16f400,0.064516129,0.0303030303,0.0625,0.03125,0.03125,0.064516129,0.0625,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x16f640,0,0.0606060606,0.0625,0.0909090909,0.0606060606,0,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x16f640,0,0.0606060606,0.0625,0.0909090909,0.0606060606,0,0.0909090909,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x16f940,0.0606060606,0.0588235294,0.0303030303,0.1290322581,0.0606060606,0.0303030303,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x16f940,0.0606060606,0.0588235294,0.0303030303,0.1290322581,0.0606060606,0.0303030303,0.1290322581,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x16f980,0.0571428571,0.1379310345,0.0606060606,0.0588235294,0.0625,0.1379310345,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x181a80,0,0.1666666667,0.2058823529,0.2068965517,0.2,0,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x181b00,0.0285714286,0.0625,0.0303030303,0.0294117647,0.0689655172,0.0625,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x181b00,0.0285714286,0.0625,0.0303030303,0.0294117647,0.0689655172,0.0625,0.0689655172,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x181c40,0.21875,0.1470588235,0.2258064516,0.46875,0.2058823529,0.46875,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x181f80,0.1212121212,0.0322580645,0.0303030303,0.0294117647,0.064516129,0.1212121212,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1840c0,1.0303030303,0.8529411765,1.03125,1.0285714286,1,0.8529411765,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x184200,0.53125,0.5483870968,0.2058823529,0.4516129032,0.5454545455,0.2058823529,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1842c0,0,0.0294117647,0.0277777778,0.03125,0.0303030303,0,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x184b80,1.0909090909,1.5588235294,1.5625,1.5294117647,1.0344827586,1.0344827586,,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x184f00,0.1515151515,0.15625,0.0625,0.0625,0.0666666667,0.1515151515,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x184f00,0.1515151515,0.15625,0.0625,0.0625,0.0666666667,0.1515151515,0.15625,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x185080,0.724137931,0.7428571429,0.7419354839,0.6129032258,0.7419354839,0.724137931,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x185080,0.724137931,0.7428571429,0.7419354839,0.6129032258,0.7419354839,0.724137931,0.6129032258,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x186240,0.5,0.0909090909,0.09375,0.1034482759,0.1724137931,0.5,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x186280,0.2424242424,0.1290322581,0.0344827586,0.03125,0.0303030303,0.2424242424,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x186280,0.2424242424,0.1290322581,0.0344827586,0.03125,0.0303030303,0.2424242424,0.1290322581,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x186600,1.3714285714,1.4666666667,1.4705882353,1.4375,1.4722222222,1.3714285714,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x186ac0,2.5666666667,2.1714285714,2.5161290323,2.5,2.5151515152,2.1714285714,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x189400,0.0588235294,0.064516129,0.2121212121,0.2058823529,0.064516129,0.2121212121,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x189400,0.0588235294,0.064516129,0.2121212121,0.2058823529,0.064516129,0.2121212121,0.2058823529,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x189600,0.5172413793,0.5151515152,0.5161290323,0.4838709677,0.4545454545,0.4838709677,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x189600,0.5172413793,0.5151515152,0.5161290323,0.4838709677,0.4545454545,0.4838709677,0.4545454545,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x189b40,10.5625,2.6060606061,2.2352941176,2.6,10.1944444444,10.5625,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x189b40,10.5625,2.6060606061,2.2352941176,2.6,10.1944444444,10.5625,10.1944444444,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x189b80,10.5483870968,2.1875,2.7,2.28125,10.5142857143,10.5483870968,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x189b80,10.5483870968,2.1875,2.7,2.28125,10.5142857143,10.5483870968,10.5142857143,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x189bc0,2.0322580645,1.6470588235,1.6363636364,1.6060606061,1.65625,2.0322580645,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x189c00,10.9677419355,1.90625,2.0333333333,1.696969697,10.3,10.9677419355,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x189c00,10.9677419355,1.90625,2.0333333333,1.696969697,10.3,10.9677419355,10.3,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x189e40,11.064516129,9.09375,8.96875,9.2424242424,9.1212121212,11.064516129,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x18b0c0,0.3529411765,0.5666666667,0.34375,0.2424242424,0.3529411765,0.5666666667,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x18b880,0.0303030303,0.0322580645,0.0294117647,0.03125,0,0,,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x18bd00,0,0.0967741935,0,0.4545454545,0,0.4545454545,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x18be00,0.0882352941,0.03125,0.0285714286,0.03125,0.09375,0.0882352941,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x18be00,0.0882352941,0.03125,0.0285714286,0.03125,0.09375,0.0882352941,0.09375,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x18bf80,0.25,0.2647058824,0.2580645161,0.1515151515,0.2647058824,0.1515151515,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x18c3c0,0,0.0606060606,0.064516129,0.0606060606,0,0,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x18c3c0,0,0.0606060606,0.064516129,0.0606060606,0,0,0,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x18e1c0,0.9696969697,0.9117647059,0.9032258065,1.09375,0.9142857143,1.09375,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x18fdc0,0.3125,0.2121212121,0.21875,0.2121212121,0.1764705882,0.3125,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x190000,0.0294117647,0.0303030303,0.0882352941,0.0322580645,0.0571428571,0.0882352941,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x190080,0.0322580645,0,0.03125,0.0606060606,0.0322580645,0,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x190080,0.0322580645,0,0.03125,0.0606060606,0.0322580645,0,0.0606060606,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1908c0,0.3125,0.46875,0.46875,0.3939393939,0.4666666667,0.3125,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1908c0,0.3125,0.46875,0.46875,0.3939393939,0.4666666667,0.3125,0.3939393939,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x190d40,0.4193548387,0.2413793103,0.2424242424,0.2258064516,0.25,0.4193548387,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x190e40,0.25,0.2285714286,0.2424242424,0.2352941176,0.3548387097,0.3548387097,,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1912c0,0.0588235294,0.0909090909,0.1333333333,0.0606060606,0.0625,0.1333333333,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x191980,0.5882352941,0.59375,0.90625,0.6060606061,0.8484848485,0.90625,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x191b80,0.0857142857,0.1176470588,0.0909090909,0.2258064516,0.09375,0.2258064516,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x191f00,0.0322580645,0.0303030303,0.09375,0.0322580645,0.03125,0.09375,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1a0000,5.1515151515,5.1714285714,6.125,5.1212121212,5.9032258065,6.125,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1a0300,4.7575757576,4.7419354839,4.7222222222,5.6774193548,5.1714285714,5.6774193548,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1a1640,6.6571428571,7.5666666667,6.5757575758,8.2333333333,6.5588235294,8.2333333333,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1a1900,8.0571428571,9.0967741935,7.9696969697,7.9393939394,7.90625,9.0967741935,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1a3340,0.15625,0.1515151515,0.28125,0.1612903226,0.15625,0.28125,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1a5dc0,0.03125,0.0285714286,0.0625,0.064516129,0.0625,0.03125,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1a5dc0,0.03125,0.0285714286,0.0625,0.064516129,0.0625,0.03125,0.0285714286,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1a5e40,0.03125,0.0666666667,0.0588235294,0.0625,0.0606060606,0.03125,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1a7180,0.03125,0.0303030303,0.03125,0.0303030303,0.0625,0.0625,,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1a8000,0,0.0625,0.0588235294,0.064516129,0.1379310345,0,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1a8000,0,0.0625,0.0588235294,0.064516129,0.1379310345,0,0.1379310345,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1ba440,0.4117647059,0.1333333333,0.1290322581,0.3939393939,0.1290322581,0.4117647059,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1ba440,0.4117647059,0.1333333333,0.1290322581,0.3939393939,0.1290322581,0.4117647059,0.3939393939,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1bb480,0,0.3235294118,0.3142857143,0.4,0.3055555556,0,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1bb680,0,0,0.0322580645,0.0303030303,0.0303030303,0,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1bb680,0,0,0.0322580645,0.0303030303,0.0303030303,0,0,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1bbbc0,0.064516129,0.0625,0.064516129,0.125,0.1428571429,0.125,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1bbbc0,0.064516129,0.0625,0.064516129,0.125,0.1428571429,0.125,0.1428571429,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1bbf00,0.0588235294,0.09375,0.0606060606,0.0294117647,0.0606060606,0.09375,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1bbf00,0.0588235294,0.09375,0.0606060606,0.0294117647,0.0606060606,0.09375,0.0294117647,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1c2dc0,0.8666666667,0.8484848485,0.7741935484,1.2333333333,0.8387096774,1.2333333333,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1c8080,0.0666666667,0.0303030303,0.0322580645,0.03125,0,0.0666666667,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1c8080,0.0666666667,0.0303030303,0.0322580645,0.03125,0,0.0666666667,0,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1c9180,0.0625,0.1034482759,0.0606060606,0.125,0.064516129,0.125,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1cb040,0,0.0303030303,0.0285714286,0,0.0303030303,0,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1cb040,0,0.0303030303,0.0285714286,0,0.0303030303,0,0,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1cbf80,0.28125,0.4516129032,0.2647058824,0.2727272727,0.28125,0.4516129032,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1cc880,0.6285714286,0.46875,0.4705882353,0.46875,0.4411764706,0.6285714286,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1cc880,0.6285714286,0.46875,0.4705882353,0.46875,0.4411764706,0.6285714286,0.4411764706,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1cca00,0.1818181818,0.1714285714,0.28125,0.1612903226,0.1764705882,0.28125,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1ccdc0,0.0285714286,0.0967741935,0.1,0.0909090909,0.0967741935,0.0285714286,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1cce80,0.0285714286,0.0333333333,0.0606060606,0.0322580645,0.0344827586,0.0606060606,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1cfe00,0.064516129,0.0625,0.0588235294,0.0285714286,0.1290322581,0.1290322581,,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1d00c0,0.0294117647,0.0967741935,0.0294117647,0.0333333333,0.0303030303,0.0967741935,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1d0140,0.03125,0.0303030303,0.0303030303,0,0.0322580645,0,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1d0400,0.0625,0.09375,0.0625,0.0285714286,0.064516129,0.09375,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1d0400,0.0625,0.09375,0.0625,0.0285714286,0.064516129,0.09375,0.0285714286,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1d15c0,0.0303030303,0.03125,0.0909090909,0.0625,0.0303030303,0.0909090909,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1d15c0,0.0303030303,0.03125,0.0909090909,0.0625,0.0303030303,0.0909090909,0.0625,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1d9600,0.2352941176,0.375,0.2424242424,0.1935483871,0.2424242424,0.375,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1d9ac0,0.2571428571,0.4193548387,0.2903225806,0.28125,0.28125,0.4193548387,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1da180,0,0.0303030303,0.0571428571,0.0285714286,0.0303030303,0,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1da180,0,0.0303030303,0.0571428571,0.0285714286,0.0303030303,0,0.0571428571,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1da280,0.4848484848,0.4857142857,0.4838709677,0.7096774194,0.5161290323,0.7096774194,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1da280,0.4848484848,0.4857142857,0.4838709677,0.7096774194,0.5161290323,0.7096774194,0.5161290323,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1da380,0.7741935484,0.40625,0.4117647059,0.4193548387,0.5882352941,0.7741935484,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1eeb80,1.8,1.4411764706,1.5,1.8,1.8064516129,1.4411764706,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1eeb80,1.8,1.4411764706,1.5,1.8,1.8064516129,1.4411764706,1.5,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1f1240,0.1818181818,0.1875,0.275862069,0.1818181818,0.2352941176,0.275862069,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1f13c0,0.1875,0.3,0.1875,0.1818181818,0.25,0.3,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1f4440,0.78125,1.0344827586,0.7941176471,1.1333333333,0.7941176471,1.0344827586,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1f4440,0.78125,1.0344827586,0.7941176471,1.1333333333,0.7941176471,1.0344827586,1.1333333333,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1f5cc0,1.9393939394,1.4838709677,1.4705882353,1.8,1.4571428571,1.9393939394,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1f6000,0.8787878788,1.1379310345,0.8823529412,1.0303030303,0.8666666667,1.1379310345,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1f6280,1,1.125,1.1290322581,1.1351351351,0.8965517241,0.8965517241,,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x1f7a80,1.1470588235,1.59375,1.5161290323,1.6,1.5806451613,1.1470588235,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x208880,0.0606060606,0.0277777778,0.0625,0.0625,0.0606060606,0.0277777778,,,
/usr/lib/x86_64-linux-gnu/libgtk-3.so.0.1000.8,0x209100,2.40625,1.7419354839,1.7352941176,1.71875,2.2424242424,2.40625,,,
